T;Dados Gerais \ Administração Consolidada \ Despesas com Manutenção e Desenvolvimento do Ensino \ Despesas Custeadas c/ Recursos Vinculados \ Transferências de Municípios referentes a Convênios ou de Contratos de Repasse vinculados à Educação
T;Cod. Instituição;Cód. Planilha;Código;Descrição;;
T;1;1394;;;;
T;Dados Gerais \ Administração Consolidada \ Despesas com Manutenção e Desenvolvimento do Ensino \ Despesas Custeadas c/ Recursos Vinculados \ Transferências de Municípios referentes a Convênios ou de Contratos de Repasse vinculados à Educação \ Ensino Fundamental
T;Cod. Instituição;Cód. Planilha;Código;Descrição;;
T;1;1535;;;;
T;Dados Gerais \ Administração Consolidada \ Despesas com Manutenção e Desenvolvimento do Ensino \ Despesas Custeadas c/ Recursos Vinculados \ Transferências de Municípios referentes a Convênios ou de Contratos de Repasse vinculados à Educação \ Ensino Fundamental \ 122 - Administração Geral
T;Cod. Instituição;Cód. Planilha;Código;Descrição;Dotação Atualizada 2021;Desp. Empenhadas 2021;Desp. Liquidadas 2021;Desp. Pagas 2021;RP Processados 2021;RP Não Processados 2021
V;1;1536;3.2.35.00.00;Transferências Fundo a Fundo Aos Estados e ao Distrito Federal à Conta de Recursos de Que Tratam Os §§ 1o e 2o do Art. 24 da Lei Complementar No 141, de 2012;;;;;;
V;1;1536;3.2.36.00.00;Transferências Fundo a Fundo Aos Estados e ao Distrito Federal à Conta de Recursos de Que Trata O Art. 25 da Lei Complementar No 141, de 2012;;;;;;
V;1;1536;3.2.40.00.00;Transferências a Municípios;;;;;;
V;1;1536;3.2.41.00.00;Transferências a Municípios - Fundo a Fundo;;;;;;
V;1;1536;3.2.42.00.00;Execução Orçamentária Delegada a Municípios;;;;;;
V;1;1536;3.2.45.00.00;Transferências Fundo a Fundo Aos Municípios à Conta de Recursos de Que Tratam Os §§ 1o e 2o do Art. 24 da Lei Complementar No 141, de 2012;;;;;;
V;1;1536;3.2.46.00.00;Transferências Fundo a Fundo Aos Municípios à Conta de Recursos de Que Trata O Art. 25 da Lei Complementar No 141, de 2012;;;;;;
V;1;1536;3.2.50.00.00;Transferências a Instituições Privadas Sem Fins Lucrativos;;;;;;
V;1;1536;3.2.60.00.00;Transferências a Instituições Privadas Com Fins Lucrativos;;;;;;
V;1;1536;3.2.67.00.00;Execução de Contrato de Parceria Público-Privada - Ppp;;;;;;
V;1;1536;3.2.70.00.00;Transf. a Instituicoes Multigovernamentais;;;;;;
V;1;1536;3.2.71.00.00;Transferências a Consórcios Públicos Mediante Contrato de Rateio;;;;;;
V;1;1536;3.2.72.00.00;Execução Orçamentária Delegada a Consórcios Públicos;;;;;;
V;1;1536;3.2.73.00.00;Transferências a Consórcios Públicos Mediante Contrato de Rateio à Conta de Recursos de Que Tratam Os §§ 1º e 2º do Art. 24 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1536;3.2.74.00.00;Transferências a Consórcios Públicos Mediante Contrato de Rateio à Conta de Recursos de Que Trata O Art. 25 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1536;3.2.75.00.00;Transferências a Instituições Multigovernamentais à Conta de Recursos de Que Tratam Os §§ 1o e 2o do Art. 24 da Lei Complementar No 141, de 2012;;;;;;
V;1;1536;3.2.76.00.00;Transferências a Instituições Multigovernamentais à Conta de Recursos de Que Trata O Art. 25 da Lei Complementar No 141, de 2012;;;;;;
V;1;1536;3.2.80.00.00;Transferências ao Exterior;;;;;;
V;1;1536;3.2.90.00.00;Aplicações Diretas;;;;;;
V;1;1536;3.2.90.21.00;Juros Sobre a Dívida Por Contrato;;;;;;
V;1;1536;3.2.90.21.01;Juros da Divida Contratual;;;;;;
V;1;1536;3.2.90.21.02;Variacao Cambial Juros da Divida Contratual;;;;;;
V;1;1536;3.2.90.21.99;Outros Juros da Divida Contratada;;;;;;
V;1;1536;3.2.90.22.00;Outros Encargos Sobre a Dívida Por Contrato;;;;;;
V;1;1536;3.2.90.22.01;Encargos da Divida Contratual;;;;;;
V;1;1536;3.2.90.22.02;Variacao Cambial Encargos Divida Contratual;;;;;;
V;1;1536;3.2.90.22.99;Diversos Encargos da Divida Contratual;;;;;;
V;1;1536;3.2.90.23.00;Juros, Deságios e Descontos da Dívida Mobiliária;;;;;;
V;1;1536;3.2.90.23.01;Juros da Divida Mobiliaria;;;;;;
V;1;1536;3.2.90.23.02;Variacao Cambial Dos Juros da Div.Mobiliaria;;;;;;
V;1;1536;3.2.90.23.03;Descontos da Divida Mobiliaria;;;;;;
V;1;1536;3.2.90.23.04;Desagios da Divida Mobiliaria;;;;;;
V;1;1536;3.2.90.23.99;Outros Juros, Desagios e Descontos da Div Mob;;;;;;
V;1;1536;3.2.90.24.00;Outros Encargos Sobre a Dívida Mobiliária;;;;;;
V;1;1536;3.2.90.24.01;Encargos da Divida Mobiliaria;;;;;;
V;1;1536;3.2.90.24.02;Variacao Cambial Dos Encar da Div.Mobiliaria;;;;;;
V;1;1536;3.2.90.24.99;Diversos Encargos da Divida Mobiliaria;;;;;;
V;1;1536;3.2.90.25.00;Encargos Sobre Operações de Crédito Por Antecipação da Receita;;;;;;
V;1;1536;3.2.90.25.01;Encargos S/ Adiantamentos Bancarios;;;;;;
V;1;1536;3.2.90.25.99;Diversos Encargos;;;;;;
V;1;1536;3.2.90.91.00;Sentenças Judiciais;;;;;;
V;1;1536;3.2.90.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1536;3.2.90.93.00;Indenizações e Restituições;;;;;;
V;1;1536;3.2.90.99.00;Elemento Genérico;;;;;;
V;1;1536;3.2.91.00.00;Aplicação Direta Decorrente de Operação Entre Órgãos, Fundos e Entidades Integrantes Dos Orçamentos Fiscal e da Seguridade Social;;;;;;
V;1;1536;3.2.93.00.00;Aplicação Direta Decorrente de Operação de Órgãos, Fundos e Entidades Integrantes Dos Orçamentos Fiscal e da Seguridade Social Com Consórcio Público do Qual O Ente Participe;;;;;;
V;1;1536;3.2.94.00.00;Aplicação Direta Decorrente de Operação de Órgãos, Fundos e Entidades Integrantes Dos Orçamentos Fiscal e da Seguridade Social Com Consórcio Público do Qual O Ente Não Participe;;;;;;
V;1;1536;3.2.95.00.00;Aplicação Direta à Conta de Recursos de Que Tratam Os §§ 1º e 2º do Art. 24 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1536;3.2.95.21.00;Juros Sobre a Dívida Por Contrato;;;;;;
V;1;1536;3.2.95.22.00;Outros Encargos Sobre a Dívida Por Contrato;;;;;;
V;1;1536;3.2.95.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1536;3.2.95.99.00;Elemento Genérico;;;;;;
V;1;1536;3.2.96.00.00;Aplicação Direta à Conta de Recursos de Que Trata O Art. 25 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1536;3.2.96.21.00;Juros Sobre a Dívida Por Contrato;;;;;;
V;1;1536;3.2.96.22.00;Outros Encargos Sobre a Dívida Por Contrato;;;;;;
V;1;1536;3.2.96.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1536;3.2.96.99.00;Elemento Genérico;;;;;;
V;1;1536;3.2.99.00.00;Modalidade Genérica;;;;;;
V;1;1536;3.3.00.00.00;Outras Despesas Correntes;;;;;;
V;1;1536;3.3.20.00.00;Transferências à União;;;;;;
V;1;1536;3.3.20.41.00;Contribuições;;;;;;
V;1;1536;3.3.20.99.00;Elemento Genérico;;;;;;
V;1;1536;3.3.22.00.00;Execução Orçamentária Delegada à União;;;;;;
V;1;1536;3.3.22.14.00;Diárias -  Civil;;;;;;
V;1;1536;3.3.22.30.00;Material de Consumo;;;;;;
V;1;1536;3.3.22.35.00;Serviços de Consultoria;;;;;;
V;1;1536;3.3.22.36.00;Outros Serviços de Terceiros - Pessoa Física;;;;;;
V;1;1536;3.3.22.39.00;Outros Serviços de Terceiros - Pessoa Jurídica;;;;;;
V;1;1536;3.3.22.99.00;Elemento Genérico;;;;;;
V;1;1536;3.3.30.00.00;Transferências a Estados e ao Distrito Federal;;;;;;
V;1;1536;3.3.30.30.00;Material de Consumo;;;;;;
V;1;1536;3.3.30.30.09;Para Aquisição de Medicamentos;;;;;;
V;1;1536;3.3.30.30.99;Outros Materiais de Consumo;;;;;;
V;1;1536;3.3.30.41.00;Contribuições;;;;;;
V;1;1536;3.3.30.81.00;Distribuição Constitucional Ou Legal de Receitas;;;;;;
V;1;1536;3.3.30.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1536;3.3.30.93.00;Indenizações e Restituições;;;;;;
V;1;1536;3.3.30.99.00;Elemento Genérico;;;;;;
V;1;1536;3.3.31.00.00;Transferências a Estados e ao Distrito Federal - Fundo a Fundo;;;;;;
V;1;1536;3.3.31.41.00;Contribuições;;;;;;
V;1;1536;3.3.31.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1536;3.3.31.99.00;Elemento Genérico;;;;;;
V;1;1536;3.3.32.00.00;Execução Orçamentária Delegada a Estados e ao Distrito Federal;;;;;;
V;1;1536;3.3.32.14.00;Diárias - Civil;;;;;;
V;1;1536;3.3.32.18.00;Auxílio Financeiro a Estudantes;;;;;;
V;1;1536;3.3.32.20.00;Auxílio Financeiro a Pesquisadores;;;;;;
V;1;1536;3.3.32.30.00;Material de Consumo;;;;;;
V;1;1536;3.3.32.32.00;Material, Bem Ou Servico P/ Distrib. Gratuita;;;;;;
V;1;1536;3.3.32.33.00;Passagens e Despesas Com Locomoção;;;;;;
V;1;1536;3.3.32.35.00;Serviços de Consultoria;;;;;;
V;1;1536;3.3.32.36.00;Outros Serviços de Terceiros - Pessoa Física;;;;;;
V;1;1536;3.3.32.39.00;Outros Serviços de Terceiros - Pessoa Jurídica;;;;;;
V;1;1536;3.3.32.47.00;Obrigações Tributárias e Contributivas;;;;;;
V;1;1536;3.3.32.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1536;3.3.32.93.00;Indenizações e Restituições;;;;;;
V;1;1536;3.3.32.99.00;Elemento Genérico;;;;;;
V;1;1536;3.3.35.00.00;Transferências Fundo a Fundo Aos Estados e ao Distrito Federal à Conta de Recursos de Que Tratam Os §§ 1º e 2º do Art. 24 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1536;3.3.35.41.00;Contribuições;;;;;;
V;1;1536;3.3.35.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1536;3.3.35.99.00;Elemento Genérico;;;;;;
V;1;1536;3.3.36.00.00;Transferências Fundo a Fundo Aos Estados e ao Distrito Federal à Conta de Recursos de Que Trata O Art. 25 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1536;3.3.36.41.00;Contribuições;;;;;;
V;1;1536;3.3.36.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1536;3.3.36.99.00;Elemento Genérico;;;;;;
V;1;1536;3.3.40.00.00;Transferências a Municípios;;;;;;
V;1;1536;3.3.40.30.00;Material de Consumo;;;;;;
V;1;1536;3.3.40.30.09;Para Aquisição de Medicamentos;;;;;;
V;1;1536;3.3.40.30.99;Outros Materiais de Consumo;;;;;;
V;1;1536;3.3.40.41.00;Contribuições;;;;;;
V;1;1536;3.3.40.81.00;Distribuição Constitucional Ou Legal de Receitas;;;;;;
V;1;1536;3.3.40.91.00;Sentenças Judiciais;;;;;;
V;1;1536;3.3.40.92.00;Despesas de Exercicios Anteriores;;;;;;
V;1;1536;3.3.40.93.00;Indenizações e Restituições;;;;;;
V;1;1536;3.3.40.99.00;Elemento Genérico;;;;;;
V;1;1536;3.3.41.00.00;Transferências a Municípios - Fundo a Fundo;;;;;;
V;1;1536;3.3.41.41.00;Contribuições;;;;;;
V;1;1536;3.3.41.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1536;3.3.41.99.00;Elemento Genérico;;;;;;
V;1;1536;3.3.42.00.00;Execução Orçamentária Delegada a Municípios;;;;;;
V;1;1536;3.3.42.14.00;Diárias - Civil;;;;;;
V;1;1536;3.3.42.18.00;Auxílio Financeiro a Estudantes;;;;;;
V;1;1536;3.3.42.30.00;Material de Consumo;;;;;;
V;1;1536;3.3.42.32.00;Material, Bem Ou Servico P/ Distrib. Gratuita;;;;;;
V;1;1536;3.3.42.33.00;Passagens e Despesas Com Locomoção;;;;;;
V;1;1536;3.3.42.35.00;Serviços de Consultoria;;;;;;
V;1;1536;3.3.42.36.00;Outros Serviços de Terceiros - Pessoa Física;;;;;;
V;1;1536;3.3.42.39.00;Outros Serviços de Terceiros - Pessoa Jurídica;;;;;;
V;1;1536;3.3.42.47.00;Obrigações Tributárias e Contributivas;;;;;;
V;1;1536;3.3.42.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1536;3.3.42.93.00;Indenizações e Restituições;;;;;;
V;1;1536;3.3.42.99.00;Elemento Genérico;;;;;;
V;1;1536;3.3.45.00.00;Transferências Fundo a Fundo Aos Municípios à Conta de Recursos de Que Tratam Os §§ 1º e 2º do Art. 24 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1536;3.3.45.41.00;Contribuições;;;;;;
V;1;1536;3.3.45.91.00;Sentenças Judiciais;;;;;;
V;1;1536;3.3.45.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1536;3.3.45.99.00;Elemento Genérico;;;;;;
V;1;1536;3.3.46.00.00;Transferências Fundo a Fundo Aos Municípios à Conta de Recursos de Que Trata O Art. 25 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1536;3.3.46.41.00;Contribuições;;;;;;
V;1;1536;3.3.46.91.00;Sentenças Judiciais;;;;;;
V;1;1536;3.3.46.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1536;3.3.46.99.00;Elemento Genérico;;;;;;
V;1;1536;3.3.50.00.00;Transferências a Instituições Privadas Sem Fins Lucrativos;;;;;;
V;1;1536;3.3.50.14.00;Diárias - Civil;;;;;;
V;1;1536;3.3.50.18.00;Auxílio Financeiro a Estudantes;;;;;;
V;1;1536;3.3.50.20.00;Auxílio Financeiro a Pesquisadores;;;;;;
V;1;1536;3.3.50.30.00;Material de Consumo;;;;;;
V;1;1536;3.3.50.31.00;Premiações Culturais, Artísticas, Científicas, Desportivas e Outras;;;;;;
V;1;1536;3.3.50.33.00;Passagens e Despesas Com Locomoção;;;;;;
V;1;1536;3.3.50.35.00;Serviços de Consultoria;;;;;;
V;1;1536;3.3.50.36.00;Outros Serviços de Terceiros - Pessoa Física;;;;;;
V;1;1536;3.3.50.39.00;Outros Serviços de Terceiros - Pessoa Jurídica;;;;;;
V;1;1536;3.3.50.39.51;Serviços Médico-Hospitalar Prestados Em Unidades Hospitalares;;;;;;
V;1;1536;3.3.50.39.52;Serviços Médico-Hospitalar Prestados Em Unidades Ambulatoriais;;;;;;
V;1;1536;3.3.50.39.53;Serviços Médico-Hospitalar Prestados Na Atenção Básica;;;;;;
V;1;1536;3.3.50.39.54;Serviços Odontológicos;;;;;;
V;1;1536;3.3.50.39.55;Serviços Laboratoriais;;;;;;
V;1;1536;3.3.50.39.56;Outros Serviços de Assistência a Saúde;;;;;;
V;1;1536;3.3.50.39.99;Demais Serviços de Terceiros - Pessoa Jurídica;;;;;;
V;1;1536;3.3.50.41.00;Contribuições;;;;;;
V;1;1536;3.3.50.43.00;Subvenções Sociais;;;;;;
V;1;1536;3.3.50.43.05;Instituição de Caráter Assistencial Em Saúde;;;;;;
V;1;1536;3.3.50.43.06;Instituição de Caráter de Assistência Social;;;;;;
V;1;1536;3.3.50.43.07;Instituição de Caráter Cultural;;;;;;
V;1;1536;3.3.50.43.08;Instituição de Caráter Educacional;;;;;;
V;1;1536;3.3.50.43.99;Outras Instituições Privadas;;;;;;
V;1;1536;3.3.50.47.00;Obrigações Tributárias e Contributivas;;;;;;
V;1;1536;3.3.50.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1536;3.3.50.99.00;Elemento Genérico;;;;;;
V;1;1536;3.3.60.00.00;Transferências a Instituições Privadas Com Fins Lucrativos;;;;;;
V;1;1536;3.3.60.45.00;Subvenções Econômicas;;;;;;
V;1;1536;3.3.60.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1536;3.3.60.99.00;Elemento Genérico;;;;;;
V;1;1536;3.3.67.00.00;Execução de Contrato de Parceria Público - Privada;;;;;;
V;1;1536;3.3.67.45.00;Subvenções Econômicas;;;;;;
V;1;1536;3.3.67.82.00;Aporte de Recursos Pelo Parceiro Público Em Favor do Parceiro Privado Decorrente de Contrato de Parceria Público-Privada - Ppp;;;;;;
V;1;1536;3.3.67.83.00;Despesas Decorrentes de Contrato de Ppp, Exceto Subvenções Econômicas, Aporte e Fundo Garantidor;;;;;;
V;1;1536;3.3.70.00.00;Transferências a Instituições Multigovernamentais;;;;;;
V;1;1536;3.3.70.41.00;Contribuições;;;;;;
V;1;1536;3.3.70.99.00;Elemento Genérico;;;;;;
V;1;1536;3.3.71.00.00;Transferências a Consórcios Públicos Mediante Contrato de Rateio;;;;;;
V;1;1536;3.3.72.00.00;Execução Orçamentária Delegada a Consórcios Públicos;;;;;;
V;1;1536;3.3.72.39.00;Outros Servicos de Terceiros-Pessoa Juridica;;;;;;
V;1;1536;3.3.72.99.00;Elemento Genérico;;;;;;
V;1;1536;3.3.73.00.00;Transferências a Consórcios Públicos Mediante Contrato de Rateio à Conta de Recursos de Que Tratam Os §§ 1º e 2º do Art. 24 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1536;3.3.74.00.00;Transferências a Consórcios Públicos Mediante Contrato de Rateio à Conta de Recursos de Que Trata O Art. 25 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1536;3.3.75.00.00;Transferências a Instituições Multigovernamentais à Conta de Recursos de Que Tratam Os §§ 1º e 2º do Art. 24 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1536;3.3.75.41.00;Contribuições;;;;;;
V;1;1536;3.3.75.99.00;Elemento Genérico;;;;;;
V;1;1536;3.3.76.00.00;Transferências a Instituições Multigovernamentais à Conta de Recursos de Que Trata O Art. 25 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1536;3.3.76.41.00;Contribuições;;;;;;
V;1;1536;3.3.76.99.00;Elemento Genérico;;;;;;
V;1;1536;3.3.80.00.00;Transferências ao Exterior;;;;;;
V;1;1536;3.3.80.04.00;Contratação Por Tempo Determinado;;;;;;
V;1;1536;3.3.80.14.00;Diárias - Civil;;;;;;
V;1;1536;3.3.80.30.00;Material de Consumo;;;;;;
V;1;1536;3.3.80.33.00;Passagens e Despesas Com Locomoção;;;;;;
V;1;1536;3.3.80.34.00;Outras Despesas de Pessoal Decorrentes de Contratos de Terceirização;;;;;;
V;1;1536;3.3.80.35.00;Serviços de Consultoria;;;;;;
V;1;1536;3.3.80.36.00;Outros Serviços de Terceiros - Pessoa Física;;;;;;
V;1;1536;3.3.80.37.00;Locação de Mão-De-Obra;;;;;;
V;1;1536;3.3.80.39.00;Outros Serviços de Terceiros - Pessoa Jurídica;;;;;;
V;1;1536;3.3.80.41.00;Contribuições;;;;;;
V;1;1536;3.3.80.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1536;3.3.80.99.00;Elemento Genérico;;;;;;
V;1;1536;3.3.90.00.00;Aplicações Diretas;;;;;;
V;1;1536;3.3.90.04.00;Contratação Por Tempo Determinado;;;;;;
V;1;1536;3.3.90.06.00;Benefício Mensal ao Deficiente e ao Idoso;;;;;;
V;1;1536;3.3.90.06.01;Beneficio ao Deficiente;;;;;;
V;1;1536;3.3.90.06.02;Beneficio ao Idoso;;;;;;
V;1;1536;3.3.90.06.03;Renda Mensal Vitalicia - Invalidez;;;;;;
V;1;1536;3.3.90.06.04;Renda Mensal Vitalicia - Idade;;;;;;
V;1;1536;3.3.90.06.05;Auxilio Com Desloc.P/Exame Fora do Domicilio;;;;;;
V;1;1536;3.3.90.06.99;Outros Beneficios ao Deficiente e ao Idoso;;;;;;
V;1;1536;3.3.90.08.00;Outros Benefícios Assistenciais do Servidor e do Militar;;;;;;
V;1;1536;3.3.90.08.01;Auxilio-Funeral;;;;;;
V;1;1536;3.3.90.08.05;Auxilio Natalidade;;;;;;
V;1;1536;3.3.90.08.09;Auxilio Creche;;;;;;
V;1;1536;3.3.90.08.11;Auxilio-Saude;;;;;;
V;1;1536;3.3.90.08.13;Auxilio-Familiar - No Exterior;;;;;;
V;1;1536;3.3.90.08.14;Auxilio Deficiente;;;;;;
V;1;1536;3.3.90.08.15;Auxilio Escola;;;;;;
V;1;1536;3.3.90.08.46;Auxilio Odontologico;;;;;;
V;1;1536;3.3.90.08.47;Auxilio Oftalmologico;;;;;;
V;1;1536;3.3.90.08.48;Auxilio Medicamento;;;;;;
V;1;1536;3.3.90.08.53;Auxilio-Reclusao;;;;;;
V;1;1536;3.3.90.08.56;Salario Familia;;;;;;
V;1;1536;3.3.90.08.99;Outros Beneficios Assistenciais;;;;;;
V;1;1536;3.3.90.10.00;Seguro Desemprego e Abono Salarial;;;;;;
V;1;1536;3.3.90.10.01;Seguro Desemprego - Fat;;;;;;
V;1;1536;3.3.90.10.08;Abono Salarial - Pis/Pasep - Fat;;;;;;
V;1;1536;3.3.90.10.99;Outros Beneficios de Natureza Social.;;;;;;
V;1;1536;3.3.90.14.00;Diárias - Civil;;;;;;
V;1;1536;3.3.90.15.00;Diárias - Militar;;;;;;
V;1;1536;3.3.90.18.00;Auxílio Financeiro a Estudantes;;;;;;
V;1;1536;3.3.90.19.00;Auxílio-Fardamento;;;;;;
V;1;1536;3.3.90.20.00;Auxílio Financeiro a Pesquisadores;;;;;;
V;1;1536;3.3.90.26.00;Obrigações Decorrentes de Política Monetária;;;;;;
V;1;1536;3.3.90.27.00;Encargos Pela Honra de Avais, Garantias, Seguros e Similares;;;;;;
V;1;1536;3.3.90.28.00;Remuneração de Cotas de Fundos Autárquicos;;;;;;
V;1;1536;3.3.90.29.00;Distribuição de Resultado de Empresas Estatais Dependentes;;;;;;
V;1;1536;3.3.90.30.00;Material de Consumo;;;;;;
V;1;1536;3.3.90.30.01;Combustíveis e Lubrificantes Automotivos;;;;;;
V;1;1536;3.3.90.30.07;Gêneros de Alimentação;;;;;;
V;1;1536;3.3.90.30.09;Material Farmacologico;;;;;;
V;1;1536;3.3.90.30.10;Material Odontologico;;;;;;
V;1;1536;3.3.90.30.11;Material Químico;;;;;;
V;1;1536;3.3.90.30.14;Material Educativo e Esportivo;;;;;;
V;1;1536;3.3.90.30.16;Material de Expediente;;;;;;
V;1;1536;3.3.90.30.17;Material de Processamento de Dados;;;;;;
V;1;1536;3.3.90.30.20;Material de Cama, Mesa e Banho;;;;;;
V;1;1536;3.3.90.30.21;Material de Limpeza e Produção de Higienização;;;;;;
V;1;1536;3.3.90.30.23;Material de Uniformes, Tecidos e Aviamentos;;;;;;
V;1;1536;3.3.90.30.28;Material de Produção e Segurança;;;;;;
V;1;1536;3.3.90.30.35;Material Laboratorial;;;;;;
V;1;1536;3.3.90.30.36;Material Hospitalar;;;;;;
V;1;1536;3.3.90.30.39;Material Para Manutenção de Veículos;;;;;;
V;1;1536;3.3.90.30.60;Material Didático;;;;;;
V;1;1536;3.3.90.30.99;Outros Materiais de Consumo;;;;;;
V;1;1536;3.3.90.31.00;Premiações Culturais, Artísticas, Científicas, Desportivas e Outras;;;;;;
V;1;1536;3.3.90.32.00;Material, Bem Ou Serviço Para Distribuição Gratuita;;;;;;
V;1;1536;3.3.90.32.02;Medicamentos Para Uso Domiciliar;;;;;;
V;1;1536;3.3.90.32.03;Material Destinado a Assistencia Social;;;;;;
V;1;1536;3.3.90.32.04;Material Educacional e Cultural;;;;;;
V;1;1536;3.3.90.32.99;Outros Materiais de Distribuicao Gratuita;;;;;;
V;1;1536;3.3.90.33.00;Passagens e Despesas Com Locomoção;;;;;;
V;1;1536;3.3.90.34.00;Outras Despesas de Pessoal Decorrentes de Contratos de Terceirização;;;;;;
V;1;1536;3.3.90.35.00;Serviços de Consultoria;;;;;;
V;1;1536;3.3.90.36.00;Outros Serviços de Terceiros - Pessoa Física;;;;;;
V;1;1536;3.3.90.36.07;Estagiários;;;;;;
V;1;1536;3.3.90.36.08;Residência Médica;;;;;;
V;1;1536;3.3.90.36.23;Fornecimento de Alimentação;;;;;;
V;1;1536;3.3.90.36.30;Servicos Medicos e Odontologicos;;;;;;
V;1;1536;3.3.90.36.32;Servicos de Assistencia Social;;;;;;
V;1;1536;3.3.90.36.34;Servicos de Pericias Medicas Por Beneficios;;;;;;
V;1;1536;3.3.90.36.35;Serviços de Apoio Administrativo, Técnico e Operacional;;;;;;
V;1;1536;3.3.90.36.45;Jetons e Gratificacoes a Conselheiros;;;;;;
V;1;1536;3.3.90.36.46;Diarias a Conselheiros;;;;;;
V;1;1536;3.3.90.36.48;Outros Serviços Pessoa Física - Transporte Escolar;;;;;;
V;1;1536;3.3.90.36.99;Outros Servicos;;;;;;
V;1;1536;3.3.90.37.00;Locação de Mão-De-Obra;;;;;;
V;1;1536;3.3.90.38.00;Arrendamento Mercantil;;;;;;
V;1;1536;3.3.90.39.00;Outros Serviços de Terceiros - Pessoa Jurídica;;;;;;
V;1;1536;3.3.90.39.17;Manutenção e Conservação de Máquinas e Equipamentos;;;;;;
V;1;1536;3.3.90.39.32;Outros Serviços de Terceiros Pj - Transporte Escolar;;;;;;
V;1;1536;3.3.90.39.43;Serviços de Energia Elétrica;;;;;;
V;1;1536;3.3.90.39.44;Serviços de Água e Esgoto;;;;;;
V;1;1536;3.3.90.39.47;Serviços de Comunicação Em Geral;;;;;;
V;1;1536;3.3.90.39.50;Serv.Medico-Hospital.,Odontol.E Laboratoriais;;;;;;
V;1;1536;3.3.90.39.53;Servicos de Assistencia Social;;;;;;
V;1;1536;3.3.90.39.54;Servicos de Creches e Assist. Pre-Escolar;;;;;;
V;1;1536;3.3.90.39.64;Serv.De Pericia Medica/Odontolog P/Beneficios;;;;;;
V;1;1536;3.3.90.39.65;Servicos de Apoio ao Ensino;;;;;;
V;1;1536;3.3.90.39.70;Confecção de Uniformes, Bandeiras e Flamulas;;;;;;
V;1;1536;3.3.90.39.72;Vale-Transporte;;;;;;
V;1;1536;3.3.90.39.77;Vigilancia Ostensiva/Monitorada;;;;;;
V;1;1536;3.3.90.39.78;Limpeza e Conservacao;;;;;;
V;1;1536;3.3.90.39.90;Servicos de Publicidade;;;;;;
V;1;1536;3.3.90.39.99;Outros Servicos de Terceiros-Pessoa Juridica;;;;;;
V;1;1536;3.3.90.40.00;Serviços de Tecnologia da Informação e Comunicação - Pj;;;;;;
V;1;1536;3.3.90.40.01;Locacao de Equipamentos de Tic - Ativos de Rede;;;;;;
V;1;1536;3.3.90.40.06;Locacao de Software;;;;;;
V;1;1536;3.3.90.40.12;Manutencao e Conservacao de Equipamentos de Tic;;;;;;
V;1;1536;3.3.90.40.14;Telefonia Fixa e Movel - Pacote de Comunicacao de Dados;;;;;;
V;1;1536;3.3.90.40.99;Outros Servicos de Tic;;;;;;
V;1;1536;3.3.90.41.00;Contribuições;;;;;;
V;1;1536;3.3.90.45.00;Subvenções Econômicas;;;;;;
V;1;1536;3.3.90.46.00;Auxílio-Alimentação;;;;;;
V;1;1536;3.3.90.47.00;Obrigações Tributárias e Contributivas;;;;;;
V;1;1536;3.3.90.48.00;Outros Auxílios Financeiros a Pessoas Físicas;;;;;;
V;1;1536;3.3.90.48.06;Residência Médica;;;;;;
V;1;1536;3.3.90.48.07;Residência Multiprofissional Em Saúde;;;;;;
V;1;1536;3.3.90.48.99;Demais Auxílios Financeiros a Pessoas Físicas;;;;;;
V;1;1536;3.3.90.49.00;Auxílio-Transporte;;;;;;
V;1;1536;3.3.90.53.00;Aposentadorias do Rgps - Área Rural;;;;;;
V;1;1536;3.3.90.54.00;Aposentadorias do Rgps - Área Urbana;;;;;;
V;1;1536;3.3.90.55.00;Pensões do Rgps - Área Rural;;;;;;
